区域类型,图纸区域名称,区域优先级,字段名称,code,数据类型,字段优先级,别名,字段类型,字段描述,字段值处理方式,是否为主键,枚举值
参数表,技术性能参数表,重要,阀门入口口径,FMRKKJ,枚举,重要,阀门进口口径,阀门属性,,字段值需要标准化,非主键,"[{""cn"": """", ""en"": ""DN6""}, {""cn"": """", ""en"": ""DN8""}, {""cn"": """", ""en"": ""DN10""}, {""cn"": """", ""en"": ""DN15""}, {""cn"": """", ""en"": ""DN20""}, {""cn"": """", ""en"": ""DN25""}, {""cn"": """", ""en"": ""DN32""}, {""cn"": """", ""en"": ""DN40""}, {""cn"": """", ""en"": ""DN50""}, {""cn"": """", ""en"": ""DN65""}, {""cn"": """", ""en"": ""DN80""}, {""cn"": """", ""en"": ""DN100""}, {""cn"": """", ""en"": ""DN125""}, {""cn"": """", ""en"": ""DN150""}, {""cn"": """", ""en"": ""DN200""}, {""cn"": """", ""en"": ""DN250""}, {""cn"": """", ""en"": ""DN300""}, {""cn"": """", ""en"": ""DN350""}, {""cn"": """", ""en"": ""DN400""}, {""cn"": """", ""en"": ""DN450""}, {""cn"": """", ""en"": ""DN500""}, {""cn"": """", ""en"": ""DN600""}, {""cn"": """", ""en"": ""DN700""}, {""cn"": """", ""en"": ""DN800""}, {""cn"": """", ""en"": ""DN900""}, {""cn"": """", ""en"": ""DN1000""}, {""cn"": """", ""en"": ""DN1100""}, {""cn"": """", ""en"": ""DN1200""}, {""cn"": """", ""en"": ""DN1400""}, {""cn"": """", ""en"": ""DN1500""}, {""cn"": """", ""en"": ""DN1600""}, {""cn"": """", ""en"": ""DN1800""}, {""cn"": """", ""en"": ""DN2000""}, {""cn"": """", ""en"": ""DN2200""}, {""cn"": """", ""en"": ""DN2400""}, {""cn"": """", ""en"": ""DN2600""}, {""cn"": """", ""en"": ""DN2800""}, {""cn"": """", ""en"": ""DN3000""}, {""cn"": """", ""en"": ""DN3200""}, {""cn"": """", ""en"": ""DN3400""}, {""cn"": """", ""en"": ""DN3600""}, {""cn"": """", ""en"": ""DN3800""}, {""cn"": """", ""en"": ""DN4000""}]"
参数表,技术性能参数表,重要,阀门入口口径,FMRKKJ,枚举,重要,阀门通径,阀门属性,,字段值需要标准化,非主键,"[{""cn"": """", ""en"": ""DN6""}, {""cn"": """", ""en"": ""DN8""}, {""cn"": """", ""en"": ""DN10""}, {""cn"": """", ""en"": ""DN15""}, {""cn"": """", ""en"": ""DN20""}, {""cn"": """", ""en"": ""DN25""}, {""cn"": """", ""en"": ""DN32""}, {""cn"": """", ""en"": ""DN40""}, {""cn"": """", ""en"": ""DN50""}, {""cn"": """", ""en"": ""DN65""}, {""cn"": """", ""en"": ""DN80""}, {""cn"": """", ""en"": ""DN100""}, {""cn"": """", ""en"": ""DN125""}, {""cn"": """", ""en"": ""DN150""}, {""cn"": """", ""en"": ""DN200""}, {""cn"": """", ""en"": ""DN250""}, {""cn"": """", ""en"": ""DN300""}, {""cn"": """", ""en"": ""DN350""}, {""cn"": """", ""en"": ""DN400""}, {""cn"": """", ""en"": ""DN450""}, {""cn"": """", ""en"": ""DN500""}, {""cn"": """", ""en"": ""DN600""}, {""cn"": """", ""en"": ""DN700""}, {""cn"": """", ""en"": ""DN800""}, {""cn"": """", ""en"": ""DN900""}, {""cn"": """", ""en"": ""DN1000""}, {""cn"": """", ""en"": ""DN1100""}, {""cn"": """", ""en"": ""DN1200""}, {""cn"": """", ""en"": ""DN1400""}, {""cn"": """", ""en"": ""DN1500""}, {""cn"": """", ""en"": ""DN1600""}, {""cn"": """", ""en"": ""DN1800""}, {""cn"": """", ""en"": ""DN2000""}, {""cn"": """", ""en"": ""DN2200""}, {""cn"": """", ""en"": ""DN2400""}, {""cn"": """", ""en"": ""DN2600""}, {""cn"": """", ""en"": ""DN2800""}, {""cn"": """", ""en"": ""DN3000""}, {""cn"": """", ""en"": ""DN3200""}, {""cn"": """", ""en"": ""DN3400""}, {""cn"": """", ""en"": ""DN3600""}, {""cn"": """", ""en"": ""DN3800""}, {""cn"": """", ""en"": ""DN4000""}]"
参数表,技术性能参数表,重要,阀门出口口径,FMCKKJ,枚举,重要,DN,阀门属性,,字段值需要标准化,非主键,"[{""cn"": """", ""en"": ""DN6""}, {""cn"": """", ""en"": ""DN8""}, {""cn"": """", ""en"": ""DN10""}, {""cn"": """", ""en"": ""DN15""}, {""cn"": """", ""en"": ""DN20""}, {""cn"": """", ""en"": ""DN25""}, {""cn"": """", ""en"": ""DN32""}, {""cn"": """", ""en"": ""DN40""}, {""cn"": """", ""en"": ""DN50""}, {""cn"": """", ""en"": ""DN65""}, {""cn"": """", ""en"": ""DN80""}, {""cn"": """", ""en"": ""DN100""}, {""cn"": """", ""en"": ""DN125""}, {""cn"": """", ""en"": ""DN150""}, {""cn"": """", ""en"": ""DN200""}, {""cn"": """", ""en"": ""DN250""}, {""cn"": """", ""en"": ""DN300""}, {""cn"": """", ""en"": ""DN350""}, {""cn"": """", ""en"": ""DN400""}, {""cn"": """", ""en"": ""DN450""}, {""cn"": """", ""en"": ""DN500""}, {""cn"": """", ""en"": ""DN600""}, {""cn"": """", ""en"": ""DN700""}, {""cn"": """", ""en"": ""DN800""}, {""cn"": """", ""en"": ""DN900""}, {""cn"": """", ""en"": ""DN1000""}, {""cn"": """", ""en"": ""DN1100""}, {""cn"": """", ""en"": ""DN1200""}, {""cn"": """", ""en"": ""DN1400""}, {""cn"": """", ""en"": ""DN1500""}, {""cn"": """", ""en"": ""DN1600""}, {""cn"": """", ""en"": ""DN1800""}, {""cn"": """", ""en"": ""DN2000""}, {""cn"": """", ""en"": ""DN2200""}, {""cn"": """", ""en"": ""DN2400""}, {""cn"": """", ""en"": ""DN2600""}, {""cn"": """", ""en"": ""DN2800""}, {""cn"": """", ""en"": ""DN3000""}, {""cn"": """", ""en"": ""DN3200""}, {""cn"": """", ""en"": ""DN3400""}, {""cn"": """", ""en"": ""DN3600""}, {""cn"": """", ""en"": ""DN3800""}, {""cn"": """", ""en"": ""DN4000""}]"
参数表,技术性能参数表,重要,阀门出口口径,FMCKKJ,枚举,重要,公称尺寸,阀门属性,,字段值需要标准化,非主键,"[{""cn"": """", ""en"": ""DN6""}, {""cn"": """", ""en"": ""DN8""}, {""cn"": """", ""en"": ""DN10""}, {""cn"": """", ""en"": ""DN15""}, {""cn"": """", ""en"": ""DN20""}, {""cn"": """", ""en"": ""DN25""}, {""cn"": """", ""en"": ""DN32""}, {""cn"": """", ""en"": ""DN40""}, {""cn"": """", ""en"": ""DN50""}, {""cn"": """", ""en"": ""DN65""}, {""cn"": """", ""en"": ""DN80""}, {""cn"": """", ""en"": ""DN100""}, {""cn"": """", ""en"": ""DN125""}, {""cn"": """", ""en"": ""DN150""}, {""cn"": """", ""en"": ""DN200""}, {""cn"": """", ""en"": ""DN250""}, {""cn"": """", ""en"": ""DN300""}, {""cn"": """", ""en"": ""DN350""}, {""cn"": """", ""en"": ""DN400""}, {""cn"": """", ""en"": ""DN450""}, {""cn"": """", ""en"": ""DN500""}, {""cn"": """", ""en"": ""DN600""}, {""cn"": """", ""en"": ""DN700""}, {""cn"": """", ""en"": ""DN800""}, {""cn"": """", ""en"": ""DN900""}, {""cn"": """", ""en"": ""DN1000""}, {""cn"": """", ""en"": ""DN1100""}, {""cn"": """", ""en"": ""DN1200""}, {""cn"": """", ""en"": ""DN1400""}, {""cn"": """", ""en"": ""DN1500""}, {""cn"": """", ""en"": ""DN1600""}, {""cn"": """", ""en"": ""DN1800""}, {""cn"": """", ""en"": ""DN2000""}, {""cn"": """", ""en"": ""DN2200""}, {""cn"": """", ""en"": ""DN2400""}, {""cn"": """", ""en"": ""DN2600""}, {""cn"": """", ""en"": ""DN2800""}, {""cn"": """", ""en"": ""DN3000""}, {""cn"": """", ""en"": ""DN3200""}, {""cn"": """", ""en"": ""DN3400""}, {""cn"": """", ""en"": ""DN3600""}, {""cn"": """", ""en"": ""DN3800""}, {""cn"": """", ""en"": ""DN4000""}]"
参数表,技术性能参数表,重要,阀门出口口径,FMCKKJ,枚举,重要,公称通径,阀门属性,,字段值需要标准化,非主键,"[{""cn"": """", ""en"": ""DN6""}, {""cn"": """", ""en"": ""DN8""}, {""cn"": """", ""en"": ""DN10""}, {""cn"": """", ""en"": ""DN15""}, {""cn"": """", ""en"": ""DN20""}, {""cn"": """", ""en"": ""DN25""}, {""cn"": """", ""en"": ""DN32""}, {""cn"": """", ""en"": ""DN40""}, {""cn"": """", ""en"": ""DN50""}, {""cn"": """", ""en"": ""DN65""}, {""cn"": """", ""en"": ""DN80""}, {""cn"": """", ""en"": ""DN100""}, {""cn"": """", ""en"": ""DN125""}, {""cn"": """", ""en"": ""DN150""}, {""cn"": """", ""en"": ""DN200""}, {""cn"": """", ""en"": ""DN250""}, {""cn"": """", ""en"": ""DN300""}, {""cn"": """", ""en"": ""DN350""}, {""cn"": """", ""en"": ""DN400""}, {""cn"": """", ""en"": ""DN450""}, {""cn"": """", ""en"": ""DN500""}, {""cn"": """", ""en"": ""DN600""}, {""cn"": """", ""en"": ""DN700""}, {""cn"": """", ""en"": ""DN800""}, {""cn"": """", ""en"": ""DN900""}, {""cn"": """", ""en"": ""DN1000""}, {""cn"": """", ""en"": ""DN1100""}, {""cn"": """", ""en"": ""DN1200""}, {""cn"": """", ""en"": ""DN1400""}, {""cn"": """", ""en"": ""DN1500""}, {""cn"": """", ""en"": ""DN1600""}, {""cn"": """", ""en"": ""DN1800""}, {""cn"": """", ""en"": ""DN2000""}, {""cn"": """", ""en"": ""DN2200""}, {""cn"": """", ""en"": ""DN2400""}, {""cn"": """", ""en"": ""DN2600""}, {""cn"": """", ""en"": ""DN2800""}, {""cn"": """", ""en"": ""DN3000""}, {""cn"": """", ""en"": ""DN3200""}, {""cn"": """", ""en"": ""DN3400""}, {""cn"": """", ""en"": ""DN3600""}, {""cn"": """", ""en"": ""DN3800""}, {""cn"": """", ""en"": ""DN4000""}]"
参数表,技术性能参数表,重要,阀门出口口径,FMCKKJ,枚举,重要,出口,阀门属性,,字段值需要标准化,非主键,"[{""cn"": """", ""en"": ""DN6""}, {""cn"": """", ""en"": ""DN8""}, {""cn"": """", ""en"": ""DN10""}, {""cn"": """", ""en"": ""DN15""}, {""cn"": """", ""en"": ""DN20""}, {""cn"": """", ""en"": ""DN25""}, {""cn"": """", ""en"": ""DN32""}, {""cn"": """", ""en"": ""DN40""}, {""cn"": """", ""en"": ""DN50""}, {""cn"": """", ""en"": ""DN65""}, {""cn"": """", ""en"": ""DN80""}, {""cn"": """", ""en"": ""DN100""}, {""cn"": """", ""en"": ""DN125""}, {""cn"": """", ""en"": ""DN150""}, {""cn"": """", ""en"": ""DN200""}, {""cn"": """", ""en"": ""DN250""}, {""cn"": """", ""en"": ""DN300""}, {""cn"": """", ""en"": ""DN350""}, {""cn"": """", ""en"": ""DN400""}, {""cn"": """", ""en"": ""DN450""}, {""cn"": """", ""en"": ""DN500""}, {""cn"": """", ""en"": ""DN600""}, {""cn"": """", ""en"": ""DN700""}, {""cn"": """", ""en"": ""DN800""}, {""cn"": """", ""en"": ""DN900""}, {""cn"": """", ""en"": ""DN1000""}, {""cn"": """", ""en"": ""DN1100""}, {""cn"": """", ""en"": ""DN1200""}, {""cn"": """", ""en"": ""DN1400""}, {""cn"": """", ""en"": ""DN1500""}, {""cn"": """", ""en"": ""DN1600""}, {""cn"": """", ""en"": ""DN1800""}, {""cn"": """", ""en"": ""DN2000""}, {""cn"": """", ""en"": ""DN2200""}, {""cn"": """", ""en"": ""DN2400""}, {""cn"": """", ""en"": ""DN2600""}, {""cn"": """", ""en"": ""DN2800""}, {""cn"": """", ""en"": ""DN3000""}, {""cn"": """", ""en"": ""DN3200""}, {""cn"": """", ""en"": ""DN3400""}, {""cn"": """", ""en"": ""DN3600""}, {""cn"": """", ""en"": ""DN3800""}, {""cn"": """", ""en"": ""DN4000""}]"
参数表,技术性能参数表,重要,阀门出口口径,FMCKKJ,枚举,重要,出口公称通径,阀门属性,,字段值需要标准化,非主键,"[{""cn"": """", ""en"": ""DN6""}, {""cn"": """", ""en"": ""DN8""}, {""cn"": """", ""en"": ""DN10""}, {""cn"": """", ""en"": ""DN15""}, {""cn"": """", ""en"": ""DN20""}, {""cn"": """", ""en"": ""DN25""}, {""cn"": """", ""en"": ""DN32""}, {""cn"": """", ""en"": ""DN40""}, {""cn"": """", ""en"": ""DN50""}, {""cn"": """", ""en"": ""DN65""}, {""cn"": """", ""en"": ""DN80""}, {""cn"": """", ""en"": ""DN100""}, {""cn"": """", ""en"": ""DN125""}, {""cn"": """", ""en"": ""DN150""}, {""cn"": """", ""en"": ""DN200""}, {""cn"": """", ""en"": ""DN250""}, {""cn"": """", ""en"": ""DN300""}, {""cn"": """", ""en"": ""DN350""}, {""cn"": """", ""en"": ""DN400""}, {""cn"": """", ""en"": ""DN450""}, {""cn"": """", ""en"": ""DN500""}, {""cn"": """", ""en"": ""DN600""}, {""cn"": """", ""en"": ""DN700""}, {""cn"": """", ""en"": ""DN800""}, {""cn"": """", ""en"": ""DN900""}, {""cn"": """", ""en"": ""DN1000""}, {""cn"": """", ""en"": ""DN1100""}, {""cn"": """", ""en"": ""DN1200""}, {""cn"": """", ""en"": ""DN1400""}, {""cn"": """", ""en"": ""DN1500""}, {""cn"": """", ""en"": ""DN1600""}, {""cn"": """", ""en"": ""DN1800""}, {""cn"": """", ""en"": ""DN2000""}, {""cn"": """", ""en"": ""DN2200""}, {""cn"": """", ""en"": ""DN2400""}, {""cn"": """", ""en"": ""DN2600""}, {""cn"": """", ""en"": ""DN2800""}, {""cn"": """", ""en"": ""DN3000""}, {""cn"": """", ""en"": ""DN3200""}, {""cn"": """", ""en"": ""DN3400""}, {""cn"": """", ""en"": ""DN3600""}, {""cn"": """", ""en"": ""DN3800""}, {""cn"": """", ""en"": ""DN4000""}]"
参数表,技术性能参数表,重要,阀门出口口径,FMCKKJ,枚举,重要,口径,阀门属性,,字段值需要标准化,非主键,"[{""cn"": """", ""en"": ""DN6""}, {""cn"": """", ""en"": ""DN8""}, {""cn"": """", ""en"": ""DN10""}, {""cn"": """", ""en"": ""DN15""}, {""cn"": """", ""en"": ""DN20""}, {""cn"": """", ""en"": ""DN25""}, {""cn"": """", ""en"": ""DN32""}, {""cn"": """", ""en"": ""DN40""}, {""cn"": """", ""en"": ""DN50""}, {""cn"": """", ""en"": ""DN65""}, {""cn"": """", ""en"": ""DN80""}, {""cn"": """", ""en"": ""DN100""}, {""cn"": """", ""en"": ""DN125""}, {""cn"": """", ""en"": ""DN150""}, {""cn"": """", ""en"": ""DN200""}, {""cn"": """", ""en"": ""DN250""}, {""cn"": """", ""en"": ""DN300""}, {""cn"": """", ""en"": ""DN350""}, {""cn"": """", ""en"": ""DN400""}, {""cn"": """", ""en"": ""DN450""}, {""cn"": """", ""en"": ""DN500""}, {""cn"": """", ""en"": ""DN600""}, {""cn"": """", ""en"": ""DN700""}, {""cn"": """", ""en"": ""DN800""}, {""cn"": """", ""en"": ""DN900""}, {""cn"": """", ""en"": ""DN1000""}, {""cn"": """", ""en"": ""DN1100""}, {""cn"": """", ""en"": ""DN1200""}, {""cn"": """", ""en"": ""DN1400""}, {""cn"": """", ""en"": ""DN1500""}, {""cn"": """", ""en"": ""DN1600""}, {""cn"": """", ""en"": ""DN1800""}, {""cn"": """", ""en"": ""DN2000""}, {""cn"": """", ""en"": ""DN2200""}, {""cn"": """", ""en"": ""DN2400""}, {""cn"": """", ""en"": ""DN2600""}, {""cn"": """", ""en"": ""DN2800""}, {""cn"": """", ""en"": ""DN3000""}, {""cn"": """", ""en"": ""DN3200""}, {""cn"": """", ""en"": ""DN3400""}, {""cn"": """", ""en"": ""DN3600""}, {""cn"": """", ""en"": ""DN3800""}, {""cn"": """", ""en"": ""DN4000""}]"
参数表,技术性能参数表,重要,阀门出口口径,FMCKKJ,枚举,重要,阀门通径,阀门属性,,字段值需要标准化,非主键,"[{""cn"": """", ""en"": ""DN6""}, {""cn"": """", ""en"": ""DN8""}, {""cn"": """", ""en"": ""DN10""}, {""cn"": """", ""en"": ""DN15""}, {""cn"": """", ""en"": ""DN20""}, {""cn"": """", ""en"": ""DN25""}, {""cn"": """", ""en"": ""DN32""}, {""cn"": """", ""en"": ""DN40""}, {""cn"": """", ""en"": ""DN50""}, {""cn"": """", ""en"": ""DN65""}, {""cn"": """", ""en"": ""DN80""}, {""cn"": """", ""en"": ""DN100""}, {""cn"": """", ""en"": ""DN125""}, {""cn"": """", ""en"": ""DN150""}, {""cn"": """", ""en"": ""DN200""}, {""cn"": """", ""en"": ""DN250""}, {""cn"": """", ""en"": ""DN300""}, {""cn"": """", ""en"": ""DN350""}, {""cn"": """", ""en"": ""DN400""}, {""cn"": """", ""en"": ""DN450""}, {""cn"": """", ""en"": ""DN500""}, {""cn"": """", ""en"": ""DN600""}, {""cn"": """", ""en"": ""DN700""}, {""cn"": """", ""en"": ""DN800""}, {""cn"": """", ""en"": ""DN900""}, {""cn"": """", ""en"": ""DN1000""}, {""cn"": """", ""en"": ""DN1100""}, {""cn"": """", ""en"": ""DN1200""}, {""cn"": """", ""en"": ""DN1400""}, {""cn"": """", ""en"": ""DN1500""}, {""cn"": """", ""en"": ""DN1600""}, {""cn"": """", ""en"": ""DN1800""}, {""cn"": """", ""en"": ""DN2000""}, {""cn"": """", ""en"": ""DN2200""}, {""cn"": """", ""en"": ""DN2400""}, {""cn"": """", ""en"": ""DN2600""}, {""cn"": """", ""en"": ""DN2800""}, {""cn"": """", ""en"": ""DN3000""}, {""cn"": """", ""en"": ""DN3200""}, {""cn"": """", ""en"": ""DN3400""}, {""cn"": """", ""en"": ""DN3600""}, {""cn"": """", ""en"": ""DN3800""}, {""cn"": """", ""en"": ""DN4000""}]"
参数表,技术性能参数表,重要,阀门型号,FMXH,字符串,不重要,型号,图纸属性,,字段值无需标准化,,
参数表,技术性能参数表,重要,阀门安装方向,FMAZFX,字符串,一般,阀门安装方式,图纸属性,阀门安装要求,字段值无需标准化,,
参数表,技术性能参数表,重要,阀门行程,FMXC,区间和数值,不重要,启闭行程,图纸属性,,字段值无需标准化,,
参数表,技术性能参数表,重要,阀门行程,FMXC,区间和数值,不重要,最大开启行程,图纸属性,,字段值无需标准化,,
参数表,技术性能参数表,重要,阀门行程,FMXC,区间和数值,不重要,行程,图纸属性,,字段值无需标准化,,
参数表,技术性能参数表,重要,阀门行程,FMXC,区间和数值,不重要,额定行程,图纸属性,,字段值无需标准化,,
参数表,技术性能参数表,重要,隔离功能,GLGN,枚举,重要,调节阀的隔离功能,阀门属性,调节阀是否要求隔离功能,字段值需要标准化,,"[{""cn"": ""是"", ""en"": ""Yes""}, {""cn"": ""否"", ""en"": ""No""}]"
参数表,技术性能参数表,重要,需要排量,XYPL,区间和数值,不重要,要求排量,图纸属性,,字段值无需标准化,,
参数表,技术性能参数表,重要,额定排量,EDPL,区间和数值,不重要,额定排量,图纸属性,,字段值无需标准化,,
参数表,技术性能参数表,重要,驱动类型,QDLX,枚举,重要,作用方式,阀门属性,定义驱动机构的类型,字段值需要标准化,,"[{""cn"": ""电动"", ""en"": ""Electric""}, {""cn"": ""电磁"", ""en"": ""Solenoid""}, {""cn"": ""气动"", ""en"": ""Pneumatic""}, {""cn"": ""油压气动"", ""en"": ""Oleo-pneum""}, {""cn"": ""活塞"", ""en"": ""Piston""}, {""cn"": ""手动"", ""en"": ""Manual""}, {""cn"": ""弹簧"", ""en"": ""Spring loaded""}, {""cn"": ""先导"", ""en"": ""Pilot operated""}]"
参数表,技术性能参数表,重要,驱动类型,QDLX,枚举,重要,驱动形式,阀门属性,定义驱动机构的类型,字段值需要标准化,,"[{""cn"": ""电动"", ""en"": ""Electric""}, {""cn"": ""电磁"", ""en"": ""Solenoid""}, {""cn"": ""气动"", ""en"": ""Pneumatic""}, {""cn"": ""油压气动"", ""en"": ""Oleo-pneum""}, {""cn"": ""活塞"", ""en"": ""Piston""}, {""cn"": ""手动"", ""en"": ""Manual""}, {""cn"": ""弹簧"", ""en"": ""Spring loaded""}, {""cn"": ""先导"", ""en"": ""Pilot operated""}]"
参数表,气动性能参数表,一般,气动工作压力,QDGZYL,区间和数值,不重要,工作压力,图纸属性,,字段值无需标准化,,
参数表,气动性能参数表,一般,气动装置启闭时间,QDZZQBSJ,区间和数值,不重要,单程启闭时间,图纸属性,,字段值无需标准化,,
参数表,气动性能参数表,一般,气动装置启闭时间,QDZZQBSJ,区间和数值,不重要,启闭时间,图纸属性,,字段值无需标准化,,
参数表,气动性能参数表,一般,气动装置型号,QDZZXH,字符串,不重要,型号,图纸属性,,字段值无需标准化,,
参数表,气动性能参数表,一般,气动装置气源接口,QDZZQYJK,区间和数值,不重要,接口尺寸,图纸属性,,字段值无需标准化,,
参数表,气动性能参数表,一般,气动装置气源接口,QDZZQYJK,区间和数值,不重要,气源接口,图纸属性,,字段值无需标准化,,
参数表,气动性能参数表,一般,气动装置环境温度,QDZZHJWD,区间和数值,不重要,环境温度,图纸属性,,字段值无需标准化,,
参数表,气动性能参数表,一般,气动装置环境温度,QDZZHJWD,区间和数值,不重要,适用温度,图纸属性,,字段值无需标准化,,
参数表,气动性能参数表,一般,气动装置输出扭矩,QDZZSCNJ,区间和数值,不重要,输出扭矩,图纸属性,,字段值无需标准化,,
参数表,气动性能参数表,一般,消耗量,XHL,区间和数值,不重要,消耗量（容积）,图纸属性,,字段值无需标准化,,
参数表,气动性能参数表,一般,消耗量,XHL,区间和数值,不重要,空气消耗量,图纸属性,,字段值无需标准化,,
参数表,气动性能参数表,一般,驱动装置鉴定程序,QDZZJJCC,枚举,重要,RCC-E质量鉴定程序,阀门属性,定义RCC-E质量鉴定程序-驱动装置,字段值需要标准化,非主键,"[{""cn"": """", ""en"": ""K1""}, {""cn"": """", ""en"": ""K2""}, {""cn"": """", ""en"": ""K3""}, {""cn"": """", ""en"": ""K3ad""}, {""cn"": """", ""en"": ""NC""}, {""cn"": """", ""en"": ""NO""}]"
参数表,气动性能参数表,一般,驱动装置鉴定程序,QDZZJJCC,枚举,重要,RCC-E鉴定等级,阀门属性,定义RCC-E质量鉴定程序-驱动装置,字段值需要标准化,非主键,"[{""cn"": """", ""en"": ""K1""}, {""cn"": """", ""en"": ""K2""}, {""cn"": """", ""en"": ""K3""}, {""cn"": """", ""en"": ""K3ad""}, {""cn"": """", ""en"": ""NC""}, {""cn"": """", ""en"": ""NO""}]"
参数表,气动性能参数表,一般,驱动装置鉴定程序,QDZZJJCC,枚举,重要,电器鉴定等级,阀门属性,定义RCC-E质量鉴定程序-驱动装置,字段值需要标准化,非主键,"[{""cn"": """", ""en"": ""K1""}, {""cn"": """", ""en"": ""K2""}, {""cn"": """", ""en"": ""K3""}, {""cn"": """", ""en"": ""K3ad""}, {""cn"": """", ""en"": ""NC""}, {""cn"": """", ""en"": ""NO""}]"
